index,file_name,class,state,label
714,10714.png,hazelnut,good,hazelnut-good
715,10715.png,zipper,good,zipper-good
716,10716.png,transistor,good,transistor-good
717,10717.png,grid,good,grid-good
718,10718.png,tile,good,tile-good
719,10719.png,hazelnut,good,hazelnut-good
720,10720.png,capsule,good,capsule-good
721,10721.png,carpet,good,carpet-good
722,10722.png,metal_nut,good,metal_nut-good
723,10723.png,wood,good,wood-good
724,10724.png,tile,good,tile-good
725,10725.png,cable,good,cable-good
726,10726.png,zipper,rough,zipper-rough
727,10727.png,tile,oil,tile-oil
728,10728.png,tile,good,tile-good
729,10729.png,zipper,good,zipper-good
730,10730.png,wood,good,wood-good
731,10731.png,capsule,crack,capsule-crack
732,10732.png,tile,good,tile-good
733,10733.png,transistor,good,transistor-good
734,10734.png,cable,good,cable-good
735,10735.png,screw,good,screw-good
736,10736.png,pill,scratch,pill-scratch
737,10737.png,grid,good,grid-good
738,10738.png,hazelnut,good,hazelnut-good
739,10739.png,leather,poke,leather-poke
740,10740.png,leather,good,leather-good
741,10741.png,zipper,good,zipper-good
742,10742.png,pill,color,pill-color
743,10743.png,grid,good,grid-good
744,10744.png,bottle,good,bottle-good
745,10745.png,metal_nut,good,metal_nut-good
746,10746.png,leather,good,leather-good
747,10747.png,tile,good,tile-good
748,10748.png,pill,crack,pill-crack
749,10749.png,pill,color,pill-color
750,10750.png,zipper,good,zipper-good
751,10751.png,bottle,good,bottle-good
752,10752.png,screw,good,screw-good
753,10753.png,zipper,combined,zipper-combined
754,10754.png,pill,good,pill-good
755,10755.png,carpet,good,carpet-good
756,10756.png,wood,good,wood-good
757,10757.png,zipper,broken_teeth,zipper-broken_teeth
758,10758.png,carpet,good,carpet-good
759,10759.png,bottle,contamination,bottle-contamination
760,10760.png,transistor,good,transistor-good
761,10761.png,cable,good,cable-good
762,10762.png,metal_nut,good,metal_nut-good
763,10763.png,zipper,good,zipper-good
764,10764.png,pill,contamination,pill-contamination
765,10765.png,leather,good,leather-good
766,10766.png,screw,good,screw-good
767,10767.png,bottle,broken_small,bottle-broken_small
768,10768.png,grid,good,grid-good
769,10769.png,screw,good,screw-good
770,10770.png,screw,good,screw-good
771,10771.png,leather,good,leather-good
772,10772.png,bottle,good,bottle-good
773,10773.png,screw,good,screw-good
774,10774.png,zipper,broken_teeth,zipper-broken_teeth
775,10775.png,zipper,good,zipper-good
776,10776.png,screw,good,screw-good
777,10777.png,cable,cut_inner_insulation,cable-cut_inner_insulation
778,10778.png,capsule,good,capsule-good
779,10779.png,bottle,good,bottle-good
780,10780.png,grid,good,grid-good
781,10781.png,transistor,good,transistor-good
782,10782.png,carpet,good,carpet-good
783,10783.png,screw,good,screw-good
784,10784.png,bottle,good,bottle-good
785,10785.png,capsule,good,capsule-good
786,10786.png,leather,good,leather-good
787,10787.png,tile,good,tile-good
788,10788.png,carpet,good,carpet-good
789,10789.png,transistor,good,transistor-good
790,10790.png,tile,good,tile-good
791,10791.png,cable,missing_cable,cable-missing_cable
792,10792.png,bottle,good,bottle-good
793,10793.png,wood,good,wood-good
794,10794.png,bottle,good,bottle-good
795,10795.png,carpet,good,carpet-good
796,10796.png,capsule,good,capsule-good
797,10797.png,tile,good,tile-good
798,10798.png,wood,good,wood-good
799,10799.png,wood,good,wood-good
800,10800.png,wood,good,wood-good
801,10801.png,transistor,good,transistor-good
802,10802.png,zipper,combined,zipper-combined
803,10803.png,tile,good,tile-good
804,10804.png,pill,good,pill-good
805,10805.png,metal_nut,good,metal_nut-good
806,10806.png,pill,contamination,pill-contamination
807,10807.png,capsule,good,capsule-good
808,10808.png,hazelnut,print,hazelnut-print
809,10809.png,tile,good,tile-good
810,10810.png,carpet,thread,carpet-thread
811,10811.png,zipper,squeezed_teeth,zipper-squeezed_teeth
812,10812.png,carpet,good,carpet-good
813,10813.png,pill,good,pill-good
814,10814.png,tile,good,tile-good
815,10815.png,capsule,good,capsule-good
816,10816.png,carpet,good,carpet-good
817,10817.png,cable,good,cable-good
818,10818.png,toothbrush,good,toothbrush-good
819,10819.png,metal_nut,good,metal_nut-good
820,10820.png,pill,color,pill-color
821,10821.png,transistor,good,transistor-good
822,10822.png,hazelnut,good,hazelnut-good
823,10823.png,metal_nut,good,metal_nut-good
824,10824.png,transistor,misplaced,transistor-misplaced
825,10825.png,leather,good,leather-good
826,10826.png,wood,good,wood-good
827,10827.png,bottle,good,bottle-good
828,10828.png,toothbrush,good,toothbrush-good
829,10829.png,tile,oil,tile-oil
830,10830.png,pill,good,pill-good
831,10831.png,metal_nut,good,metal_nut-good
832,10832.png,wood,scratch,wood-scratch
833,10833.png,cable,good,cable-good
834,10834.png,zipper,good,zipper-good
835,10835.png,tile,good,tile-good
836,10836.png,cable,good,cable-good
837,10837.png,bottle,contamination,bottle-contamination
838,10838.png,tile,good,tile-good
839,10839.png,bottle,broken_large,bottle-broken_large
840,10840.png,hazelnut,good,hazelnut-good
841,10841.png,wood,good,wood-good
842,10842.png,screw,manipulated_front,screw-manipulated_front
843,10843.png,toothbrush,good,toothbrush-good
844,10844.png,screw,good,screw-good
845,10845.png,pill,good,pill-good
846,10846.png,pill,good,pill-good
847,10847.png,capsule,good,capsule-good
848,10848.png,hazelnut,good,hazelnut-good
849,10849.png,zipper,broken_teeth,zipper-broken_teeth
850,10850.png,screw,good,screw-good
851,10851.png,carpet,good,carpet-good
852,10852.png,screw,good,screw-good
853,10853.png,metal_nut,good,metal_nut-good
854,10854.png,transistor,good,transistor-good
855,10855.png,pill,good,pill-good
856,10856.png,metal_nut,good,metal_nut-good
857,10857.png,pill,good,pill-good
858,10858.png,screw,good,screw-good
859,10859.png,wood,good,wood-good
860,10860.png,cable,good,cable-good
861,10861.png,zipper,fabric_border,zipper-fabric_border
862,10862.png,cable,good,cable-good
863,10863.png,wood,good,wood-good
864,10864.png,carpet,good,carpet-good
865,10865.png,hazelnut,good,hazelnut-good
866,10866.png,carpet,color,carpet-color
867,10867.png,screw,good,screw-good
868,10868.png,carpet,good,carpet-good
869,10869.png,tile,oil,tile-oil
870,10870.png,wood,good,wood-good
871,10871.png,bottle,good,bottle-good
872,10872.png,zipper,good,zipper-good
873,10873.png,cable,good,cable-good
874,10874.png,screw,good,screw-good
875,10875.png,bottle,good,bottle-good
876,10876.png,capsule,good,capsule-good
877,10877.png,leather,good,leather-good
878,10878.png,metal_nut,good,metal_nut-good
879,10879.png,transistor,good,transistor-good
880,10880.png,hazelnut,good,hazelnut-good
881,10881.png,hazelnut,good,hazelnut-good
882,10882.png,hazelnut,good,hazelnut-good
883,10883.png,leather,good,leather-good
884,10884.png,hazelnut,good,hazelnut-good
885,10885.png,wood,good,wood-good
886,10886.png,carpet,good,carpet-good
887,10887.png,zipper,split_teeth,zipper-split_teeth
888,10888.png,screw,thread_side,screw-thread_side
889,10889.png,hazelnut,good,hazelnut-good
890,10890.png,tile,good,tile-good
891,10891.png,cable,cut_inner_insulation,cable-cut_inner_insulation
892,10892.png,carpet,good,carpet-good
893,10893.png,wood,good,wood-good
894,10894.png,zipper,good,zipper-good
895,10895.png,tile,good,tile-good
896,10896.png,capsule,good,capsule-good
897,10897.png,hazelnut,good,hazelnut-good
898,10898.png,bottle,good,bottle-good
899,10899.png,zipper,good,zipper-good
900,10900.png,metal_nut,good,metal_nut-good
901,10901.png,tile,good,tile-good
902,10902.png,zipper,good,zipper-good
903,10903.png,capsule,poke,capsule-poke
904,10904.png,screw,good,screw-good
905,10905.png,pill,good,pill-good
906,10906.png,hazelnut,good,hazelnut-good
907,10907.png,carpet,good,carpet-good
908,10908.png,transistor,good,transistor-good
909,10909.png,leather,good,leather-good
910,10910.png,tile,good,tile-good
911,10911.png,cable,good,cable-good
912,10912.png,bottle,broken_large,bottle-broken_large
913,10913.png,bottle,good,bottle-good
914,10914.png,pill,pill_type,pill-pill_type
915,10915.png,transistor,good,transistor-good
916,10916.png,bottle,good,bottle-good
917,10917.png,zipper,good,zipper-good
918,10918.png,carpet,good,carpet-good
919,10919.png,leather,good,leather-good
920,10920.png,capsule,good,capsule-good
921,10921.png,screw,good,screw-good
922,10922.png,pill,combined,pill-combined
923,10923.png,transistor,good,transistor-good
924,10924.png,carpet,good,carpet-good
925,10925.png,zipper,good,zipper-good
926,10926.png,hazelnut,good,hazelnut-good
927,10927.png,leather,good,leather-good
928,10928.png,metal_nut,good,metal_nut-good
929,10929.png,tile,good,tile-good
930,10930.png,pill,good,pill-good
931,10931.png,carpet,good,carpet-good
932,10932.png,cable,good,cable-good
933,10933.png,screw,good,screw-good
934,10934.png,zipper,good,zipper-good
935,10935.png,hazelnut,good,hazelnut-good
936,10936.png,metal_nut,good,metal_nut-good
937,10937.png,grid,good,grid-good
938,10938.png,bottle,good,bottle-good
939,10939.png,pill,good,pill-good
940,10940.png,screw,scratch_neck,screw-scratch_neck
941,10941.png,pill,good,pill-good
942,10942.png,hazelnut,cut,hazelnut-cut
943,10943.png,screw,good,screw-good
944,10944.png,carpet,good,carpet-good
945,10945.png,tile,good,tile-good
946,10946.png,screw,good,screw-good
947,10947.png,capsule,good,capsule-good
948,10948.png,carpet,metal_contamination,carpet-metal_contamination
949,10949.png,wood,good,wood-good
950,10950.png,zipper,good,zipper-good
951,10951.png,grid,good,grid-good
952,10952.png,wood,good,wood-good
953,10953.png,screw,good,screw-good
954,10954.png,hazelnut,good,hazelnut-good
955,10955.png,metal_nut,good,metal_nut-good
956,10956.png,carpet,thread,carpet-thread
957,10957.png,hazelnut,good,hazelnut-good
958,10958.png,leather,good,leather-good
959,10959.png,wood,good,wood-good
960,10960.png,capsule,good,capsule-good
961,10961.png,grid,good,grid-good
962,10962.png,capsule,good,capsule-good
963,10963.png,cable,good,cable-good
964,10964.png,screw,good,screw-good
965,10965.png,leather,good,leather-good
966,10966.png,metal_nut,color,metal_nut-color
967,10967.png,hazelnut,good,hazelnut-good
968,10968.png,bottle,good,bottle-good
969,10969.png,cable,good,cable-good
970,10970.png,pill,faulty_imprint,pill-faulty_imprint
971,10971.png,grid,thread,grid-thread
972,10972.png,leather,good,leather-good
973,10973.png,leather,good,leather-good
974,10974.png,hazelnut,good,hazelnut-good
975,10975.png,transistor,good,transistor-good
976,10976.png,leather,good,leather-good
977,10977.png,cable,good,cable-good
978,10978.png,grid,good,grid-good
979,10979.png,capsule,good,capsule-good
980,10980.png,grid,good,grid-good
981,10981.png,pill,good,pill-good
982,10982.png,carpet,good,carpet-good
983,10983.png,pill,good,pill-good
984,10984.png,carpet,good,carpet-good
985,10985.png,leather,good,leather-good
986,10986.png,grid,good,grid-good
987,10987.png,leather,good,leather-good
988,10988.png,carpet,good,carpet-good
989,10989.png,metal_nut,good,metal_nut-good
990,10990.png,leather,good,leather-good
991,10991.png,bottle,good,bottle-good
992,10992.png,transistor,good,transistor-good
993,10993.png,wood,good,wood-good
994,10994.png,carpet,good,carpet-good
995,10995.png,zipper,good,zipper-good
996,10996.png,carpet,good,carpet-good
997,10997.png,hazelnut,good,hazelnut-good
998,10998.png,carpet,good,carpet-good
999,10999.png,capsule,good,capsule-good
1000,11000.png,cable,good,cable-good
1001,11001.png,pill,good,pill-good
1002,11002.png,capsule,good,capsule-good
1003,11003.png,pill,good,pill-good
1004,11004.png,screw,good,screw-good
1005,11005.png,carpet,good,carpet-good
1006,11006.png,zipper,good,zipper-good
1007,11007.png,zipper,good,zipper-good
1008,11008.png,cable,good,cable-good
1009,11009.png,tile,good,tile-good
1010,11010.png,wood,good,wood-good
1011,11011.png,pill,good,pill-good
1012,11012.png,capsule,good,capsule-good
1013,11013.png,metal_nut,good,metal_nut-good
1014,11014.png,leather,good,leather-good
1015,11015.png,screw,good,screw-good
1016,11016.png,cable,good,cable-good
1017,11017.png,transistor,misplaced,transistor-misplaced
1018,11018.png,bottle,good,bottle-good
1019,11019.png,metal_nut,good,metal_nut-good
1020,11020.png,capsule,good,capsule-good
1021,11021.png,metal_nut,good,metal_nut-good
1022,11022.png,bottle,good,bottle-good
1023,11023.png,bottle,good,bottle-good
1024,11024.png,grid,metal_contamination,grid-metal_contamination
1025,11025.png,grid,good,grid-good
1026,11026.png,hazelnut,good,hazelnut-good
1027,11027.png,pill,good,pill-good
1028,11028.png,cable,good,cable-good
1029,11029.png,carpet,good,carpet-good
1030,11030.png,bottle,good,bottle-good
1031,11031.png,screw,good,screw-good
1032,11032.png,leather,good,leather-good
1033,11033.png,carpet,cut,carpet-cut
1034,11034.png,carpet,good,carpet-good
1035,11035.png,metal_nut,good,metal_nut-good
1036,11036.png,tile,good,tile-good
1037,11037.png,leather,good,leather-good
1038,11038.png,leather,good,leather-good
1039,11039.png,tile,good,tile-good
1040,11040.png,grid,good,grid-good
1041,11041.png,transistor,good,transistor-good
1042,11042.png,pill,crack,pill-crack
1043,11043.png,capsule,good,capsule-good
1044,11044.png,hazelnut,good,hazelnut-good
1045,11045.png,grid,good,grid-good
1046,11046.png,hazelnut,good,hazelnut-good
1047,11047.png,wood,good,wood-good
1048,11048.png,hazelnut,print,hazelnut-print
1049,11049.png,carpet,good,carpet-good
1050,11050.png,screw,good,screw-good
1051,11051.png,bottle,good,bottle-good
1052,11052.png,hazelnut,good,hazelnut-good
1053,11053.png,zipper,good,zipper-good
1054,11054.png,metal_nut,good,metal_nut-good
1055,11055.png,pill,faulty_imprint,pill-faulty_imprint
1056,11056.png,toothbrush,good,toothbrush-good
1057,11057.png,transistor,good,transistor-good
1058,11058.png,carpet,good,carpet-good
1059,11059.png,zipper,good,zipper-good
1060,11060.png,zipper,broken_teeth,zipper-broken_teeth
1061,11061.png,capsule,good,capsule-good
1062,11062.png,metal_nut,good,metal_nut-good
1063,11063.png,pill,faulty_imprint,pill-faulty_imprint
1064,11064.png,wood,good,wood-good
1065,11065.png,carpet,color,carpet-color
1066,11066.png,metal_nut,good,metal_nut-good
1067,11067.png,screw,good,screw-good
1068,11068.png,cable,good,cable-good
1069,11069.png,capsule,crack,capsule-crack
1070,11070.png,transistor,good,transistor-good
1071,11071.png,tile,good,tile-good
1072,11072.png,cable,good,cable-good
1073,11073.png,hazelnut,good,hazelnut-good
1074,11074.png,screw,good,screw-good
1075,11075.png,transistor,good,transistor-good
1076,11076.png,pill,good,pill-good
1077,11077.png,zipper,good,zipper-good
1078,11078.png,screw,scratch_head,screw-scratch_head
1079,11079.png,tile,good,tile-good
1080,11080.png,toothbrush,defective,toothbrush-defective
1081,11081.png,cable,good,cable-good
1082,11082.png,zipper,good,zipper-good
1083,11083.png,bottle,good,bottle-good
1084,11084.png,screw,manipulated_front,screw-manipulated_front
1085,11085.png,grid,good,grid-good
1086,11086.png,cable,bent_wire,cable-bent_wire
1087,11087.png,cable,good,cable-good
1088,11088.png,grid,bent,grid-bent
1089,11089.png,screw,good,screw-good
1090,11090.png,pill,good,pill-good
1091,11091.png,pill,good,pill-good
1092,11092.png,cable,good,cable-good
1093,11093.png,grid,good,grid-good
1094,11094.png,grid,good,grid-good
1095,11095.png,hazelnut,good,hazelnut-good
1096,11096.png,screw,good,screw-good
1097,11097.png,screw,manipulated_front,screw-manipulated_front
1098,11098.png,tile,good,tile-good
1099,11099.png,carpet,good,carpet-good
1100,11100.png,screw,good,screw-good
1101,11101.png,screw,good,screw-good
1102,11102.png,zipper,good,zipper-good
1103,11103.png,grid,good,grid-good
1104,11104.png,screw,good,screw-good
1105,11105.png,screw,good,screw-good
1106,11106.png,carpet,good,carpet-good
1107,11107.png,tile,glue_strip,tile-glue_strip
1108,11108.png,screw,good,screw-good
1109,11109.png,carpet,good,carpet-good
1110,11110.png,screw,good,screw-good
1111,11111.png,transistor,good,transistor-good
1112,11112.png,capsule,good,capsule-good
1113,11113.png,tile,good,tile-good
1114,11114.png,hazelnut,good,hazelnut-good
1115,11115.png,cable,good,cable-good
1116,11116.png,hazelnut,good,hazelnut-good
1117,11117.png,capsule,poke,capsule-poke
1118,11118.png,hazelnut,good,hazelnut-good
1119,11119.png,grid,good,grid-good
1120,11120.png,zipper,good,zipper-good
1121,11121.png,screw,good,screw-good
1122,11122.png,transistor,good,transistor-good
1123,11123.png,carpet,good,carpet-good
1124,11124.png,capsule,good,capsule-good
1125,11125.png,leather,cut,leather-cut
1126,11126.png,hazelnut,good,hazelnut-good
1127,11127.png,pill,good,pill-good
1128,11128.png,metal_nut,good,metal_nut-good
1129,11129.png,screw,manipulated_front,screw-manipulated_front
1130,11130.png,hazelnut,good,hazelnut-good
1131,11131.png,carpet,good,carpet-good
1132,11132.png,carpet,good,carpet-good
1133,11133.png,bottle,good,bottle-good
1134,11134.png,wood,color,wood-color
1135,11135.png,capsule,good,capsule-good
1136,11136.png,zipper,good,zipper-good
1137,11137.png,wood,good,wood-good
1138,11138.png,screw,good,screw-good
1139,11139.png,carpet,cut,carpet-cut
1140,11140.png,bottle,good,bottle-good
1141,11141.png,cable,missing_wire,cable-missing_wire
1142,11142.png,carpet,good,carpet-good
1143,11143.png,bottle,broken_large,bottle-broken_large
1144,11144.png,screw,good,screw-good
1145,11145.png,carpet,good,carpet-good
1146,11146.png,transistor,good,transistor-good
1147,11147.png,pill,good,pill-good
1148,11148.png,pill,good,pill-good
1149,11149.png,tile,good,tile-good
1150,11150.png,metal_nut,good,metal_nut-good
1151,11151.png,pill,good,pill-good
1152,11152.png,pill,good,pill-good
1153,11153.png,transistor,good,transistor-good
1154,11154.png,cable,good,cable-good
1155,11155.png,screw,good,screw-good
1156,11156.png,transistor,good,transistor-good
1157,11157.png,screw,scratch_neck,screw-scratch_neck
1158,11158.png,carpet,metal_contamination,carpet-metal_contamination
1159,11159.png,carpet,good,carpet-good
1160,11160.png,hazelnut,good,hazelnut-good
1161,11161.png,zipper,good,zipper-good
1162,11162.png,capsule,good,capsule-good
1163,11163.png,leather,good,leather-good
1164,11164.png,carpet,good,carpet-good
1165,11165.png,tile,good,tile-good
1166,11166.png,screw,good,screw-good
1167,11167.png,cable,good,cable-good
1168,11168.png,cable,cable_swap,cable-cable_swap
1169,11169.png,metal_nut,good,metal_nut-good
1170,11170.png,bottle,good,bottle-good
1171,11171.png,leather,good,leather-good
1172,11172.png,hazelnut,cut,hazelnut-cut
1173,11173.png,pill,scratch,pill-scratch
1174,11174.png,pill,good,pill-good
1175,11175.png,capsule,good,capsule-good
1176,11176.png,zipper,good,zipper-good
1177,11177.png,grid,good,grid-good
1178,11178.png,grid,good,grid-good
1179,11179.png,grid,good,grid-good
1180,11180.png,carpet,metal_contamination,carpet-metal_contamination
1181,11181.png,metal_nut,good,metal_nut-good
1182,11182.png,grid,glue,grid-glue
1183,11183.png,metal_nut,good,metal_nut-good
1184,11184.png,pill,good,pill-good
1185,11185.png,hazelnut,good,hazelnut-good
1186,11186.png,screw,good,screw-good
1187,11187.png,zipper,good,zipper-good
1188,11188.png,transistor,good,transistor-good
1189,11189.png,metal_nut,good,metal_nut-good
1190,11190.png,zipper,good,zipper-good
1191,11191.png,wood,good,wood-good
1192,11192.png,carpet,metal_contamination,carpet-metal_contamination
1193,11193.png,leather,good,leather-good
1194,11194.png,metal_nut,good,metal_nut-good
1195,11195.png,grid,good,grid-good
1196,11196.png,carpet,good,carpet-good
1197,11197.png,zipper,good,zipper-good
1198,11198.png,zipper,broken_teeth,zipper-broken_teeth
1199,11199.png,wood,good,wood-good
1200,11200.png,transistor,good,transistor-good
1201,11201.png,grid,good,grid-good
1202,11202.png,toothbrush,good,toothbrush-good
1203,11203.png,leather,poke,leather-poke
1204,11204.png,zipper,good,zipper-good
1205,11205.png,carpet,good,carpet-good
1206,11206.png,tile,crack,tile-crack
1207,11207.png,hazelnut,good,hazelnut-good
1208,11208.png,hazelnut,good,hazelnut-good
1209,11209.png,hazelnut,crack,hazelnut-crack
1210,11210.png,leather,poke,leather-poke
1211,11211.png,capsule,good,capsule-good
1212,11212.png,metal_nut,good,metal_nut-good
1213,11213.png,carpet,good,carpet-good
1214,11214.png,zipper,good,zipper-good
1215,11215.png,cable,cut_inner_insulation,cable-cut_inner_insulation
1216,11216.png,screw,good,screw-good
1217,11217.png,carpet,good,carpet-good
1218,11218.png,toothbrush,defective,toothbrush-defective
1219,11219.png,tile,good,tile-good
1220,11220.png,screw,good,screw-good
1221,11221.png,zipper,good,zipper-good
1222,11222.png,grid,good,grid-good
1223,11223.png,capsule,good,capsule-good
1224,11224.png,screw,good,screw-good
1225,11225.png,grid,good,grid-good
1226,11226.png,cable,good,cable-good
1227,11227.png,wood,good,wood-good
1228,11228.png,cable,good,cable-good
1229,11229.png,transistor,good,transistor-good
1230,11230.png,capsule,good,capsule-good
1231,11231.png,toothbrush,defective,toothbrush-defective
1232,11232.png,capsule,good,capsule-good
1233,11233.png,leather,good,leather-good
1234,11234.png,hazelnut,good,hazelnut-good
1235,11235.png,carpet,good,carpet-good
1236,11236.png,screw,thread_top,screw-thread_top
1237,11237.png,grid,metal_contamination,grid-metal_contamination
1238,11238.png,carpet,good,carpet-good
1239,11239.png,cable,good,cable-good
1240,11240.png,leather,cut,leather-cut
1241,11241.png,pill,faulty_imprint,pill-faulty_imprint
1242,11242.png,metal_nut,good,metal_nut-good
1243,11243.png,toothbrush,good,toothbrush-good
1244,11244.png,capsule,good,capsule-good
1245,11245.png,grid,good,grid-good
1246,11246.png,hazelnut,good,hazelnut-good
1247,11247.png,wood,good,wood-good
1248,11248.png,zipper,good,zipper-good
1249,11249.png,pill,good,pill-good
1250,11250.png,cable,good,cable-good
1251,11251.png,pill,contamination,pill-contamination
1252,11252.png,bottle,good,bottle-good
1253,11253.png,wood,good,wood-good
1254,11254.png,carpet,good,carpet-good
1255,11255.png,carpet,good,carpet-good
1256,11256.png,transistor,good,transistor-good
1257,11257.png,wood,good,wood-good
1258,11258.png,metal_nut,good,metal_nut-good
1259,11259.png,grid,broken,grid-broken
1260,11260.png,metal_nut,good,metal_nut-good
1261,11261.png,toothbrush,good,toothbrush-good
1262,11262.png,cable,good,cable-good
1263,11263.png,hazelnut,good,hazelnut-good
1264,11264.png,zipper,good,zipper-good
1265,11265.png,hazelnut,good,hazelnut-good
1266,11266.png,capsule,good,capsule-good
1267,11267.png,leather,good,leather-good
1268,11268.png,leather,good,leather-good
1269,11269.png,pill,good,pill-good
1270,11270.png,hazelnut,good,hazelnut-good
1271,11271.png,capsule,good,capsule-good
1272,11272.png,grid,good,grid-good
1273,11273.png,bottle,contamination,bottle-contamination
1274,11274.png,carpet,good,carpet-good
1275,11275.png,transistor,good,transistor-good
1276,11276.png,hazelnut,good,hazelnut-good
1277,11277.png,carpet,good,carpet-good
1278,11278.png,metal_nut,good,metal_nut-good
1279,11279.png,hazelnut,good,hazelnut-good
1280,11280.png,hazelnut,good,hazelnut-good
1281,11281.png,wood,color,wood-color
1282,11282.png,hazelnut,good,hazelnut-good
1283,11283.png,transistor,good,transistor-good
1284,11284.png,cable,cut_outer_insulation,cable-cut_outer_insulation
1285,11285.png,capsule,good,capsule-good
1286,11286.png,cable,good,cable-good
1287,11287.png,metal_nut,good,metal_nut-good
1288,11288.png,grid,good,grid-good
1289,11289.png,tile,good,tile-good
1290,11290.png,transistor,good,transistor-good
1291,11291.png,wood,good,wood-good
1292,11292.png,carpet,good,carpet-good
1293,11293.png,tile,good,tile-good
1294,11294.png,leather,color,leather-color
1295,11295.png,bottle,good,bottle-good
1296,11296.png,wood,good,wood-good
1297,11297.png,grid,good,grid-good
1298,11298.png,metal_nut,good,metal_nut-good
1299,11299.png,capsule,good,capsule-good
1300,11300.png,metal_nut,good,metal_nut-good
1301,11301.png,tile,good,tile-good
1302,11302.png,transistor,good,transistor-good
1303,11303.png,grid,good,grid-good
1304,11304.png,transistor,good,transistor-good
1305,11305.png,leather,good,leather-good
1306,11306.png,pill,good,pill-good
1307,11307.png,bottle,contamination,bottle-contamination
1308,11308.png,metal_nut,good,metal_nut-good
1309,11309.png,capsule,good,capsule-good
1310,11310.png,bottle,good,bottle-good
1311,11311.png,transistor,good,transistor-good
1312,11312.png,metal_nut,good,metal_nut-good
1313,11313.png,metal_nut,good,metal_nut-good
1314,11314.png,metal_nut,good,metal_nut-good
1315,11315.png,grid,good,grid-good
1316,11316.png,leather,good,leather-good
1317,11317.png,pill,good,pill-good
1318,11318.png,grid,good,grid-good
1319,11319.png,capsule,good,capsule-good
1320,11320.png,carpet,good,carpet-good
1321,11321.png,screw,good,screw-good
1322,11322.png,pill,good,pill-good
1323,11323.png,bottle,good,bottle-good
1324,11324.png,grid,good,grid-good
1325,11325.png,screw,good,screw-good
1326,11326.png,hazelnut,good,hazelnut-good
1327,11327.png,pill,good,pill-good
1328,11328.png,grid,good,grid-good
1329,11329.png,transistor,good,transistor-good
1330,11330.png,hazelnut,good,hazelnut-good
1331,11331.png,carpet,good,carpet-good
1332,11332.png,bottle,good,bottle-good
1333,11333.png,metal_nut,good,metal_nut-good
1334,11334.png,tile,good,tile-good
1335,11335.png,pill,good,pill-good
1336,11336.png,capsule,good,capsule-good
1337,11337.png,pill,good,pill-good
1338,11338.png,bottle,good,bottle-good
1339,11339.png,metal_nut,scratch,metal_nut-scratch
1340,11340.png,carpet,color,carpet-color
1341,11341.png,zipper,good,zipper-good
1342,11342.png,pill,good,pill-good
1343,11343.png,hazelnut,good,hazelnut-good
1344,11344.png,cable,missing_cable,cable-missing_cable
1345,11345.png,grid,good,grid-good
1346,11346.png,zipper,good,zipper-good
1347,11347.png,transistor,good,transistor-good
1348,11348.png,transistor,good,transistor-good
1349,11349.png,metal_nut,good,metal_nut-good
1350,11350.png,grid,good,grid-good
1351,11351.png,transistor,good,transistor-good
1352,11352.png,bottle,good,bottle-good
1353,11353.png,transistor,good,transistor-good
1354,11354.png,carpet,good,carpet-good
1355,11355.png,capsule,good,capsule-good
1356,11356.png,capsule,crack,capsule-crack
1357,11357.png,wood,good,wood-good
1358,11358.png,zipper,good,zipper-good
1359,11359.png,grid,good,grid-good
1360,11360.png,cable,good,cable-good
1361,11361.png,grid,good,grid-good
1362,11362.png,wood,good,wood-good
1363,11363.png,wood,good,wood-good
1364,11364.png,hazelnut,hole,hazelnut-hole
1365,11365.png,grid,good,grid-good
1366,11366.png,cable,good,cable-good
1367,11367.png,screw,good,screw-good
1368,11368.png,transistor,good,transistor-good
1369,11369.png,wood,good,wood-good
1370,11370.png,leather,good,leather-good
1371,11371.png,pill,good,pill-good
1372,11372.png,capsule,good,capsule-good
1373,11373.png,leather,good,leather-good
1374,11374.png,wood,good,wood-good
1375,11375.png,capsule,good,capsule-good
1376,11376.png,capsule,scratch,capsule-scratch
1377,11377.png,carpet,good,carpet-good
1378,11378.png,wood,good,wood-good
1379,11379.png,leather,good,leather-good
1380,11380.png,screw,good,screw-good
1381,11381.png,pill,good,pill-good
1382,11382.png,carpet,cut,carpet-cut
1383,11383.png,zipper,good,zipper-good
1384,11384.png,pill,good,pill-good
1385,11385.png,leather,good,leather-good
1386,11386.png,grid,good,grid-good
1387,11387.png,hazelnut,good,hazelnut-good
1388,11388.png,hazelnut,good,hazelnut-good
1389,11389.png,bottle,good,bottle-good
1390,11390.png,hazelnut,good,hazelnut-good
1391,11391.png,hazelnut,good,hazelnut-good
1392,11392.png,grid,good,grid-good
1393,11393.png,pill,contamination,pill-contamination
1394,11394.png,carpet,good,carpet-good
1395,11395.png,carpet,good,carpet-good
1396,11396.png,hazelnut,good,hazelnut-good
1397,11397.png,carpet,good,carpet-good
1398,11398.png,screw,good,screw-good
1399,11399.png,leather,good,leather-good
1400,11400.png,wood,good,wood-good
1401,11401.png,bottle,good,bottle-good
1402,11402.png,metal_nut,good,metal_nut-good
1403,11403.png,zipper,good,zipper-good
1404,11404.png,cable,good,cable-good
1405,11405.png,screw,good,screw-good
1406,11406.png,leather,good,leather-good
1407,11407.png,wood,good,wood-good
1408,11408.png,carpet,good,carpet-good
1409,11409.png,pill,good,pill-good
